0.07094,-0.77251,-0.63101,-189.73,-0.12114,0.62126,-0.77419,76.787,0.9901,0.13139,-0.049542,-2.6502,0,0,0,1,0.069254,-0.87656,-0.47628,-190.15,-0.10501,0.46837,-0.87727,50.824,0.99206,0.11077,-0.059584,-5.2629,0,0,0,1
0.072284,-0.7708,-0.63297,-185.07,-0.11856,0.62349,-0.77279,77.711,0.99031,0.13087,-0.04633,-2.8132,0,0,0,1,0.073505,-0.87784,-0.47325,-185.37,-0.10443,0.46517,-0.87905,50.973,0.99181,0.11405,-0.057512,-5.3168,0,0,0,1
0.07364,-0.76919,-0.63479,-180.51,-0.11607,0.62558,-0.77148,78.624,0.99051,0.1304,-0.043187,-2.9788,0,0,0,1,0.077625,-0.87911,-0.47021,-180.68,-0.10384,0.46198,-0.88081,51.13,0.99156,0.1172,-0.0555,-5.3844,0,0,0,1
0.075091,-0.76783,-0.63626,-176.13,-0.11372,0.6273,-0.77043,79.494,0.99067,0.13007,-0.040147,-3.1347,0,0,0,1,0.081489,-0.88046,-0.46702,-176.17,-0.10321,0.45865,-0.88262,51.281,0.99132,0.12011,-0.053589,-5.4734,0,0,0,1
0.076721,-0.76691,-0.63719,-172.03,-0.11155,0.62845,-0.76981,80.288,0.99079,0.12998,-0.037232,-3.2677,0,0,0,1,0.084996,-0.88199,-0.46352,-171.9,-0.10249,0.45503,-0.88457,51.403,0.9911,0.12265,-0.051815,-5.5881,0,0,0,1
0.078607,-0.76657,-0.63737,-168.25,-0.10958,0.62883,-0.76979,80.974,0.99086,0.1302,-0.034448,-3.3641,0,0,0,1,0.088065,-0.88377,-0.45955,-167.95,-0.10165,0.45099,-0.88673,51.471,0.99091,0.12475,-0.050206,-5.7288,0,0,0,1
0.080811,-0.76692,-0.63667,-164.86,-0.10783,0.62828,-0.77048,81.52,0.99088,0.13077,-0.031787,-3.4101,0,0,0,1,0.090649,-0.88589,-0.45496,-164.33,-0.10067,0.44636,-0.88918,51.457,0.99078,0.12633,-0.048779,-5.8915,0,0,0,1
0.083381,-0.76805,-0.63496,-161.88,-0.10626,0.62669,-0.77199,81.897,0.99084,0.13173,-0.029231,-3.3927,0,0,0,1,0.09273,-0.88841,-0.4496,-161.08,-0.099515,0.44101,-0.89196,51.328,0.99071,0.12738,-0.04754,-6.0684,0,0,0,1
0.086346,-0.77001,-0.63218,-159.33,-0.10484,0.624,-0.77436,82.08,0.99073,0.13308,-0.026753,-3.2999,0,0,0,1,0.09432,-0.89138,-0.44337,-158.2,-0.098182,0.43484,-0.89513,51.058,0.99069,0.12789,-0.046487,-6.2483,0,0,0,1
0.089716,-0.77278,-0.6283,-157.19,-0.10354,0.62019,-0.77759,82.05,0.99057,0.13481,-0.024323,-3.1218,0,0,0,1,0.095455,-0.8948,-0.43619,-155.68,-0.096671,0.42776,-0.8987,50.62,0.99073,0.1279,-0.045609,-6.4184,0,0,0,1
0.09348,-0.77633,-0.62335,-155.45,-0.10229,0.61529,-0.78164,81.799,0.99035,0.13689,-0.02191,-2.8509,0,0,0,1,0.096189,-0.89865,-0.42803,-153.48,-0.094993,0.41974,-0.90265,50,0.99082,0.12747,-0.04489,-6.5655,0,0,0,1
0.097609,-0.78057,-0.61737,-154.05,-0.10106,0.60936,-0.78643,81.323,0.99008,0.13928,-0.019486,-2.4824,0,0,0,1,0.096588,-0.90288,-0.41893,-151.58,-0.093168,0.41081,-0.90694,49.188,0.99095,0.12665,-0.044307,-6.6773,0,0,0,1
0.10206,-0.78539,-0.61048,-152.96,-0.0998,0.60251,-0.79185,80.631,0.98976,0.14192,-0.017031,-2.0152,0,0,0,1,0.096722,-0.90743,-0.40894,-149.91,-0.091222,0.40102,-0.91151,48.189,0.99112,0.12552,-0.043836,-6.7438,0,0,0,1
0.10677,-0.79067,-0.6028,-152.1,-0.098468,0.59488,-0.79776,79.738,0.9894,0.14476,-0.014529,-1.4515,0,0,0,1,0.09666,-0.91219,-0.39821,-148.45,-0.089189,0.3905,-0.91627,47.017,0.99131,0.12417,-0.043454,-6.7579,0,0,0,1
0.11168,-0.79626,-0.59448,-151.43,-0.097036,0.58664,-0.80402,78.669,0.989,0.14772,-0.011973,-0.7973,0,0,0,1,0.096461,-0.91707,-0.38688,-147.14,-0.087104,0.37939,-0.92112,45.697,0.99152,0.12266,-0.043137,-6.7163,0,0,0,1
0.1167,-0.80203,-0.58569,-150.89,-0.095481,0.57794,-0.81048,77.453,0.98857,0.15075,-0.0093621,-0.061725,0,0,0,1,0.096177,-0.92195,-0.37517,-145.93,-0.085003,0.3679,-0.92597,44.26,0.99173,0.12107,-0.042866,-6.6193,0,0,0,1
0.12177,-0.80785,-0.57659,-150.41,-0.093787,0.56897,-0.817,76.123,0.98812,0.15379,-0.0067,0.74314,0,0,0,1,0.095846,-0.92673,-0.36327,-144.8,-0.082925,0.35623,-0.93071,42.743,0.99194,0.11945,-0.042626,-6.4704,0,0,0,1
0.12681,-0.81361,-0.56734,-149.97,-0.091943,0.55988,-0.82347,74.715,0.98766,0.15677,-0.0039944,1.603,0,0,0,1,0.095497,-0.93133,-0.3514,-143.7,-0.080903,0.34457,-0.93527,41.187,0.99214,0.11785,-0.042408,-6.276,0,0,0,1
0.13175,-0.81922,-0.55809,-149.52,-0.089944,0.55081,-0.82978,73.261,0.98719,0.15964,-0.0012549,2.5019,0,0,0,1,0.095145,-0.93568,-0.33975,-142.63,-0.078967,0.33313,-0.93957,39.629,0.99233,0.11631,-0.042207,-6.0446,0,0,0,1
0.13653,-0.82461,-0.54894,-149.04,-0.087789,0.5419,-0.83586,71.794,0.98674,0.16237,0.0015088,3.4235,0,0,0,1,0.094801,-0.93973,-0.3285,-141.56,-0.077144,0.32206,-0.94357,38.104,0.9925,0.11485,-0.042022,-5.7858,0,0,0,1
0.14109,-0.82974,-0.54,-148.5,-0.085479,0.53323,-0.84165,70.339,0.9863,0.1649,0.0042877,4.3512,0,0,0,1,0.094466,-0.94345,-0.31776,-140.48,-0.075452,0.31149,-0.94725,36.638,0.99266,0.11348,-0.041857,-5.5099,0,0,0,1
